subject,target_true,domain,similarity,target_new,prediction
Fiat Zic,Fiat,Autos_and_Vehicles,0.8073771,Toyota,Toyota
Microsoft Silverlight,Microsoft,Computers_and_Electronics,0.5557556,Nintendo,Nintendo
Virtual Boy,Nintendo,Games,0.35990778,Dodge,Dodge
Cadillac Lyriq,Cadillac,Autos_and_Vehicles,0.75693643,Nissan,Nissan
Adobe After Effects,Adobe,Computers_and_Electronics,0.7193295,Microsoft,Microsoft
Ballarat,Australia,Business_and_Industrial,0.29701364,Portugal,Portugal
Yahoo! Answers,Yahoo,Online_Communities,0.6828264,Sony,Yahoo
Apple Thunderbolt Display,Apple,Computers_and_Electronics,0.2940157,Intel,Intel
BMW M1,BMW,Autos_and_Vehicles,0.7705219,Sony,Sony
Fujiko F. Fujio,Japan,Arts_and_Entertainment,0.50153977,Australia,Australia
Denver Nuggets,Denver,Sports,0.6739255,London,London
BMW N74,BMW,Autos_and_Vehicles,0.75841725,Renault,Renault
Airbus A300-600ST Beluga,Airbus,Autos_and_Vehicles,0.6003819,Suzuki,Suzuki
Honda SH150i,Honda,Autos_and_Vehicles,0.64085394,BMW,BMW
IBM Lotus Web Content Management,IBM,Computers_and_Electronics,0.48282653,Google,Google
Windows Server 2003,Microsoft,Computers_and_Electronics,0.45691174,Sega,Microsoft
Krishna district,India,Jobs_and_Education,0.52281606,Portugal,Portugal
Porsche 996,Porsche,Autos_and_Vehicles,0.82261026,Douglas,Douglas
BMW M5,BMW,Autos_and_Vehicles,0.8052594,Fiat,Fiat
Norwegian Center for Studies of Holocaust and Religious Minorities,Oslo,People_and_Society,0.5044708,Stockholm,Stockholm
Nissan Be-1,Nissan,Autos_and_Vehicles,0.6902697,IBM,IBM
Ladakh,Hindi,Jobs_and_Education,0.3981533,English,English
Association of the Scientific Medical Societies in Germany,Berlin,Health,0.3010862,Warwick,Warwick
Georges Braque,Rome,Arts_and_Entertainment,0.16683784,Ottawa,Ottawa
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Dodge,Dodge
Shanghai Scientific and Technical Publishers,Shanghai,Business_and_Industrial,0.49271673,Albuquerque,Albuquerque
Diane de France,Paris,Sensitive_Subjects,0.54374886,Jerusalem,Jerusalem
Toyota Sprinter Carib,Toyota,Autos_and_Vehicles,0.52807236,Nissan,Nissan
Microsoft Office 2010,Microsoft,Computers_and_Electronics,0.5901111,Adobe,Adobe
Nissan Cima,Nissan,Autos_and_Vehicles,0.7344675,IBM,IBM
Windows 98,Microsoft,Computers_and_Electronics,0.4726273,Sega,Sega
Ferrari 288 GTO,Ferrari,Autos_and_Vehicles,0.7493596,Toyota,Toyota
Star Wars: Episode III – Revenge of the Sith,English,Arts_and_Entertainment,-0.01572202,Italian,Italian
Chevrolet Engineering Research Vehicle,Chevrolet,Autos_and_Vehicles,0.67971444,Nissan,Nissan
Windows 2000,Microsoft,Computers_and_Electronics,0.48770016,Adobe,Adobe
Chevrolet Tru 140S,Chevrolet,Autos_and_Vehicles,0.5478186,Toyota,Toyota
Virtual Boy,Nintendo,Games,0.35990778,Chrysler,Chrysler
Honda NSR500V,Honda,Autos_and_Vehicles,0.62545395,Bentley,Bentley
Hisashi Inoue,Japan,Law_and_Government,0.37221056,Belgium,Belgium
Honda VT600C,Honda,Autos_and_Vehicles,0.57953703,Microsoft,Microsoft
Guru Dutt,India,Arts_and_Entertainment,0.27026534,Tunisia,Tunisia
Toyota Yaris,Toyota,Autos_and_Vehicles,0.7981395,Chrysler,Chrysler
BMW N53,BMW,Autos_and_Vehicles,0.760483,Sony,Sony
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Boeing,Boeing
Renault Dauphine,Renault,Autos_and_Vehicles,0.67363787,Honda,Honda
Sega Pico,Sega,Computers_and_Electronics,0.7555759,Toyota,Toyota
United Kingdom,London,Law_and_Government,0.71355665,Tripoli,Tripoli
Nissan NPT-90,Nissan,Autos_and_Vehicles,0.6260925,Dodge,Dodge
Boeing B-52 Stratofortress,Boeing,Business_and_Industrial,0.53711843,Toyota,Toyota
Microsoft Office 2007,Microsoft,Computers_and_Electronics,0.5901456,Sega,Sega
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Chevrolet,Chevrolet
Windows Embedded Compact,Microsoft,Computers_and_Electronics,0.30920812,IBM,IBM
Mozambique,Africa,Business_and_Industrial,0.73948896,Europe,Europe
Montesquieu,French,Jobs_and_Education,0.38263217,Hindi,Hindi
Chevrolet Engineering Research Vehicle,Chevrolet,Autos_and_Vehicles,0.67971444,Suzuki,Suzuki
Ichiro Suzuki,Japan,Sports,0.36991066,Poland,Poland
Norwegian Centre for Violence and Traumatic Stress Studies,Oslo,Health,0.4446366,Liverpool,Liverpool
Hisashi Inoue,Japan,Law_and_Government,0.37221056,France,France
Fiat 70,Fiat,Autos_and_Vehicles,0.8361521,Ferrari,Ferrari
Pius IV,Rome,News,0.41615254,London,London
Xbox 360,Microsoft,Computers_and_Electronics,0.47268212,Nissan,Nissan
Anatoly Karpov,Russian,News,0.39310688,Dutch,Dutch
Chevrolet Series F,Chevrolet,Autos_and_Vehicles,0.6970399,Fiat,Fiat
Porsche 914,Porsche,Autos_and_Vehicles,0.8055432,BMW,BMW
Porsche 911 GT1,Porsche,Autos_and_Vehicles,0.7247269,Toyota,Toyota
Nexus One,Google,Computers_and_Electronics,0.25151956,Microsoft,Microsoft
Nissan Cima,Nissan,Autos_and_Vehicles,0.7344675,Apple,Apple
Castellammare di Stabia,Italy,Real_Estate,0.10997923,Poland,Poland
Sergey Sokolov,Russia,Law_and_Government,0.40938133,Japan,Japan
Fourth Republic of South Korea,Seoul,Law_and_Government,0.5665647,Constantinople,Constantinople
Donkey Kong 3,Nintendo,Games,0.48893273,IBM,IBM
Microsoft Silverlight,Microsoft,Computers_and_Electronics,0.5557556,Adobe,Adobe
Windows NT,Microsoft,Computers_and_Electronics,0.5841652,Intel,Microsoft
Mitsubishi Pencil,Tokyo,Hobbies_and_Leisure,0.30246302,Houston,Houston
Ferrari 360,Ferrari,Autos_and_Vehicles,0.8259815,Nissan,Nissan
aikido,Japan,Sports,0.37206954,Iran,Iran
Nokia 1200,Nokia,Computers_and_Electronics,0.82384974,Honda,Nokia
BMW M54,BMW,Autos_and_Vehicles,0.7864808,Triumph,Triumph
Giuseppe Ermini,Italy,Law_and_Government,0.28530553,Japan,Japan
"Camille d'Hostun, duc de Tallard",Paris,Sensitive_Subjects,0.3450105,Oklahoma,Oklahoma
Windows 3.1,Microsoft,Computers_and_Electronics,0.40846783,Google,Microsoft
Apple Wireless Mouse,Apple,Computers_and_Electronics,0.47301406,Amazon,Amazon
Renault Caravelle,Renault,Autos_and_Vehicles,0.75252485,Dodge,Dodge
Samsung Galaxy Grand Prime,Samsung,Internet_and_Telecom,0.52746856,Nokia,Nokia
Google Drive,Google,Internet_and_Telecom,0.5018311,Intel,Intel
Toyota Yaris,Toyota,Autos_and_Vehicles,0.7981395,Honda,Honda
René Descartes,mathematics,News,0.20101371,philosophy,philosophy
Renault Mégane,Renault,Autos_and_Vehicles,0.74255276,BMW,BMW
Game Boy Micro,Nintendo,Games,0.51723295,Ferrari,Ferrari
Montreal Alouettes,Montreal,Sports,0.67550206,Madrid,Montreal
Toyota Camry TS-01,Toyota,Autos_and_Vehicles,0.6518402,Honda,Honda
Toyota AE85,Toyota,Autos_and_Vehicles,0.7208749,Fiat,Fiat
Boeing 787 Dreamliner,Boeing,Business_and_Industrial,0.59285665,Google,Google
BMW M62,BMW,Autos_and_Vehicles,0.77080464,Volvo,Volvo
Google Earth,Google,Online_Communities,0.5337247,Nintendo,Nintendo
National Archival Services of Norway,Oslo,Law_and_Government,0.52470255,London,London
Airbus A320 family,Airbus,Autos_and_Vehicles,0.655668,Boeing,Boeing
iPhone,Apple,Internet_and_Telecom,0.7238294,Dodge,Dodge
Sarkar,India,Law_and_Government,0.35809487,France,France
Triumph 10/20,Triumph,Autos_and_Vehicles,0.7399659,Toyota,Toyota
Nokia 7270,Nokia,Computers_and_Electronics,0.7712946,Douglas,Douglas
Nissan Rogue,Nissan,Autos_and_Vehicles,0.7844906,Porsche,Porsche
Ballarat,Australia,Business_and_Industrial,0.29701364,Singapore,Singapore
Renault 8,Renault,Autos_and_Vehicles,0.88893455,Apple,Apple
Mitsui & Co.,Tokyo,Business_and_Industrial,0.26962638,London,London
Ferrari F50,Ferrari,Autos_and_Vehicles,0.8015546,Honda,Honda
Lidingö,Sweden,Jobs_and_Education,0.20674944,Italy,Italy
Google Drive,Google,Internet_and_Telecom,0.5018311,Sega,Sega
Corpus Inscriptionum Latinarum,Latin,Science,0.6153347,Serbian,Serbian
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Intel,Intel
Boeing International Headquarters,Boeing,Business_and_Industrial,0.77353805,BBC,BBC
BMW M5,BMW,Autos_and_Vehicles,0.8052594,Ferrari,Ferrari
Honda SH150i,Honda,Autos_and_Vehicles,0.64085394,Renault,Renault
Nokia 6760 Slide,Nokia,Computers_and_Electronics,0.5877035,Renault,Renault
Honda G engine,Honda,Autos_and_Vehicles,0.60569274,Toyota,Toyota
Noh Jung-yoon,Korean,Jobs_and_Education,0.61918616,French,French
Porsche 996,Porsche,Autos_and_Vehicles,0.82261026,Fiat,Fiat
Harvard Management Company,Boston,Business_and_Industrial,0.34404278,Dublin,Dublin
Dmitri Kabalevsky,Russian,Jobs_and_Education,0.46727586,Dutch,Dutch
Fiat Viaggio,Fiat,Autos_and_Vehicles,0.6938572,Chevrolet,Chevrolet
Protected Buildings Register in Finland ID,Finland,Real_Estate,0.3933313,Italy,Italy
Toyota Camry XV40,Toyota,Autos_and_Vehicles,0.56710315,Honda,Honda
Babe Ruth,baseball,Sports,0.5609876,hockey,hockey
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Intel,Intel
Chevrolet Chevelle (Third-generation),Chevrolet,Autos_and_Vehicles,0.62307817,Chrysler,Chrysler
Seattle Opera,Seattle,Arts_and_Entertainment,0.55093884,Cleveland,Cleveland
Larry Bird,basketball,Sports,0.4348763,soccer,basketball
Sony Alpha 57,Sony,Computers_and_Electronics,0.78107333,Honda,Honda
Honda NSR500V,Honda,Autos_and_Vehicles,0.62545395,Ferrari,Ferrari
BMW N62,BMW,Autos_and_Vehicles,0.792593,Apple,Apple
Ireland,English,Jobs_and_Education,0.43130124,Swedish,Swedish
Chevrolet Camaro,Chevrolet,Autos_and_Vehicles,0.78575325,Volvo,Volvo
AppleSingle and AppleDouble formats,Apple,Computers_and_Electronics,0.40828887,Adobe,Adobe
Microsoft HoloLens,Microsoft,Computers_and_Electronics,0.6367775,Sega,Microsoft
Roman Catholic Diocese of Santa Rosa in California,California,People_and_Society,0.38589203,Berlin,Berlin
Google Container Registry,Google,Computers_and_Electronics,0.25657701,Microsoft,Microsoft
Bentley Turbo R,Bentley,Autos_and_Vehicles,0.75093937,Nokia,Nokia
Nokia 6610,Nokia,Computers_and_Electronics,0.7991103,Ferrari,Ferrari
Donkey Kong,Nintendo,Games,0.49830675,Google,Google
Sega Classics Arcade Collection,Sega,Games,0.65950286,Microsoft,Microsoft
Nintendo GameCube,Nintendo,Computers_and_Electronics,0.66896737,Microsoft,Microsoft
BMW M5,BMW,Autos_and_Vehicles,0.8052594,Cadillac,Cadillac
Daisuke Matsuzaka,Japan,Arts_and_Entertainment,0.36556488,Philippines,Philippines
IBM OfficeVision,IBM,Computers_and_Electronics,0.6676792,Apple,Apple
Livorno,Italy,Travel_and_Transportation,0.42581034,Canada,Canada
PlayStation Eye,Sony,Computers_and_Electronics,0.58158493,Nissan,Nissan
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Ferrari,Ferrari
Volvo 164,Volvo,Autos_and_Vehicles,0.8741226,Chrysler,Chrysler
Heritage Railway Station of Canada ID,Canada,Travel_and_Transportation,0.30118316,Austria,Austria
Nokia 7270,Nokia,Computers_and_Electronics,0.7712946,Dodge,Dodge
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Nintendo,Nintendo
Ireland,Ireland,Business_and_Industrial,1.0,Belgium,Belgium
Adobe AIR,Adobe,Computers_and_Electronics,0.8291361,Google,Google
IBM Rational Automation Framework,IBM,Computers_and_Electronics,0.49653086,Nintendo,Nintendo
Fiat 60 HP,Fiat,Autos_and_Vehicles,0.6919169,Toyota,Toyota
Porsche 993,Porsche,Autos_and_Vehicles,0.8135498,Honda,Honda
Fujiko F. Fujio,Japan,Arts_and_Entertainment,0.50153977,India,India
AppleSingle and AppleDouble formats,Apple,Computers_and_Electronics,0.40828887,Yahoo,Yahoo
Belize,English,Jobs_and_Education,0.22254285,Latin,Latin
iPhone 11 Pro Max,Apple,Computers_and_Electronics,0.37221307,Dodge,Dodge
Estella-Lizarra,Spanish,Jobs_and_Education,0.28160998,Czech,Spanish
NBA on ESPN,ESPN,Sports,0.8071403,MTV,MTV
Windows 7.,Microsoft,Computers_and_Electronics,0.5978036,Chevrolet,Microsoft
Abdul Hamid,Pakistan,Law_and_Government,0.3083309,Japan,Japan
Zeitschrift für Parlamentsfragen,German,Law_and_Government,0.2741629,French,German
Giorgio de Chirico,Rome,Arts_and_Entertainment,0.3942393,Florence,Florence
Matsuo Bashō,Japan,Law_and_Government,0.26315105,Ireland,Ireland
BMW N52,BMW,Autos_and_Vehicles,0.802217,Honda,Honda
BMW M5,BMW,Autos_and_Vehicles,0.8052594,Toyota,Toyota
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Honda,Honda
Henri Moissan,Paris,Sensitive_Subjects,0.38104624,Chicago,Chicago
Eiichiro Oda,Japan,Arts_and_Entertainment,0.27827722,Italy,Italy
Nissan Xterra,Nissan,Autos_and_Vehicles,0.7367408,Nokia,Nokia
Chrysler Stratus,Chrysler,Autos_and_Vehicles,0.71565276,Microsoft,Microsoft
Windows 3.0,Microsoft,Computers_and_Electronics,0.40877134,Google,Google
The Sydney Morning Herald,Sydney,News,0.61983824,Stockholm,Stockholm
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Apple,Apple
Alexander III,Rome,News,0.35277057,Madrid,Madrid
Roman Catholic Archdiocese of Toronto,Toronto,People_and_Society,0.506742,Chicago,Chicago
Toyota AZ engine,Toyota,Autos_and_Vehicles,0.6418855,Apple,Apple
Apple iAd Producer,Apple,Computers_and_Electronics,0.6338774,Microsoft,Microsoft
Nintendo DS,Nintendo,Computers_and_Electronics,0.7757567,IBM,IBM
Boeing B-52 Stratofortress,Boeing,Business_and_Industrial,0.53711843,Bentley,Bentley
Honda Passport,Honda,Autos_and_Vehicles,0.58818746,Bentley,Bentley
Nissan R391,Nissan,Autos_and_Vehicles,0.7249722,Renault,Renault
Nissan GTP ZX-Turbo,Nissan,Autos_and_Vehicles,0.54291105,Fiat,Fiat
BMW M5,BMW,Autos_and_Vehicles,0.8052594,Triumph,Triumph
Toyota Camry (XV50),Toyota,Autos_and_Vehicles,0.6240108,Nissan,Nissan
Wayne Gretzky,hockey,Sports,0.5088352,soccer,soccer
Apple iAd Producer,Apple,Computers_and_Electronics,0.6338774,Adobe,Adobe
Windows 98,Microsoft,Computers_and_Electronics,0.4726273,Adobe,Adobe
Intel 80186,Intel,Computers_and_Electronics,0.69258785,Porsche,Porsche
Porsche 550,Porsche,Autos_and_Vehicles,0.8087783,Toyota,Toyota
Nissan Titan,Nissan,Autos_and_Vehicles,0.7396568,BMW,BMW
Google Maps,Google,Internet_and_Telecom,0.5455457,Microsoft,Microsoft
Third Czechoslovak Republic,Prague,Law_and_Government,0.67693436,London,London
Chrysler Phaeton,Chrysler,Autos_and_Vehicles,0.7406421,IBM,IBM
BMW M54,BMW,Autos_and_Vehicles,0.7864808,Nintendo,Nintendo
Microsoft Silverlight,Microsoft,Computers_and_Electronics,0.5557556,Google,Google
Toyota AR engine,Toyota,Autos_and_Vehicles,0.5796393,Chrysler,Chrysler
Nintendo DS,Nintendo,Computers_and_Electronics,0.7757567,Adobe,Adobe
Nokia 6610,Nokia,Computers_and_Electronics,0.7991103,BMW,BMW
Boeing 737 MAX,Boeing,Autos_and_Vehicles,0.609946,IBM,IBM
Sega Classics Arcade Collection,Sega,Games,0.65950286,Google,Google
Mahasweta Devi,India,People_and_Society,0.40331787,France,France
Nokia X2-01,Nokia,Computers_and_Electronics,0.73606205,Chrysler,Chrysler
Ferrari 360,Ferrari,Autos_and_Vehicles,0.8259815,Douglas,Douglas
Nokia Lumia 720,Nokia,Internet_and_Telecom,0.7363471,Triumph,Triumph
Yahoo! Music,Yahoo,Internet_and_Telecom,0.59962904,Sony,Sony
Amazon Fire TV,Amazon,Computers_and_Electronics,0.52255005,IBM,IBM
Police Academy of the Czech Republic,Prague,Law_and_Government,0.5176468,Albuquerque,Albuquerque
Windows Media Center,Microsoft,Computers_and_Electronics,0.4031589,Sega,Sega
Daisuke Matsuzaka,Japan,Arts_and_Entertainment,0.36556488,Canada,Canada
Porsche 911 GT1,Porsche,Autos_and_Vehicles,0.7247269,Douglas,Douglas
Honda NSX (second generation),Honda,Autos_and_Vehicles,0.62392545,Triumph,Triumph
Google Play,Google,Internet_and_Telecom,0.4966762,Apple,Apple
Game Boy Color,Nintendo,Games,0.49276984,IBM,IBM
Nokia Lumia 720,Nokia,Internet_and_Telecom,0.7363471,Toyota,Toyota
Windows NT,Microsoft,Computers_and_Electronics,0.5841652,Sony,Sony
Chrome OS,Google,Computers_and_Electronics,0.27314392,IBM,IBM
Bashar al-Assad,Islam,News,0.38305596,Muslim,Muslim
Empire of Japan,Tokyo,Law_and_Government,0.60419774,Prague,Prague
Honda VT600C,Honda,Autos_and_Vehicles,0.57953703,Sony,Sony
Yamaha XT 600,Yamaha,Autos_and_Vehicles,0.74493957,Renault,Renault
Toyota Camry TS-01,Toyota,Autos_and_Vehicles,0.6518402,Ferrari,Ferrari
Paul IV,Rome,Sensitive_Subjects,0.41528156,Canterbury,Canterbury
Honda NSR75,Honda,Autos_and_Vehicles,0.6752424,Renault,Renault
Nokia 6610,Nokia,Computers_and_Electronics,0.7991103,Bentley,Bentley
IBM Home Page Reader,IBM,Computers_and_Electronics,0.4445899,Google,Google
Boeing 707,Boeing,Business_and_Industrial,0.7284939,Google,Google
Kingdom of Finland,Helsinki,Law_and_Government,0.597623,London,London
Toyota Camry (XV50),Toyota,Autos_and_Vehicles,0.6240108,Ferrari,Ferrari
Chevrolet Tru 140S,Chevrolet,Autos_and_Vehicles,0.5478186,Toyota,Toyota
Nokia X2-02,Nokia,Computers_and_Electronics,0.74945444,BMW,BMW
Virgin Media Ireland,Dublin,Internet_and_Telecom,0.5658227,Boston,Boston
Jean-Paul Sartre,France,Arts_and_Entertainment,0.33007246,Haiti,Haiti
Porsche 930,Porsche,Autos_and_Vehicles,0.81147754,Douglas,Douglas
Dodge Challenger (LC),Dodge,Autos_and_Vehicles,0.6947342,Apple,Apple
Shigeru Miyamoto,Japan,Arts_and_Entertainment,0.32892537,Australia,Australia
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Volvo,Volvo
BMW M30,BMW,Autos_and_Vehicles,0.7986838,Jeep,Jeep
Canada,English,Jobs_and_Education,0.43679878,Spanish,English
IBM Unica NetInsight,IBM,Computers_and_Electronics,0.5492524,Apple,Apple
BMW M5,BMW,Autos_and_Vehicles,0.8052594,Honda,Honda
Sagitovo,Russian,Health,0.25410816,Swedish,Swedish
Ferrari 288 GTO,Ferrari,Autos_and_Vehicles,0.7493596,Cadillac,Cadillac
Fiat 16-20 HP,Fiat,Autos_and_Vehicles,0.6681334,Chevrolet,Chevrolet
Honda Quint,Honda,Autos_and_Vehicles,0.7048359,Chevrolet,Chevrolet
Prince Rupert of the Rhine,London,Law_and_Government,0.32575113,Athens,Athens
Toyota Camry XV30,Toyota,Autos_and_Vehicles,0.57691824,Nissan,Nissan
IBM TXSeries,IBM,Computers_and_Electronics,0.71932554,Nintendo,Nintendo
Game Boy Micro,Nintendo,Games,0.51723295,BMW,BMW
Heritage Railway Station of Canada ID,Canada,Travel_and_Transportation,0.30118316,Iran,Iran
Porsche RS Spyder,Porsche,Autos_and_Vehicles,0.65302867,BMW,BMW
Ferrari F2012,Ferrari,Autos_and_Vehicles,0.82301086,BMW,BMW
Toyota AE85,Toyota,Autos_and_Vehicles,0.7208749,Honda,Honda
Nissan NX,Nissan,Autos_and_Vehicles,0.7679449,Nintendo,Nintendo
Japan,Tokyo,Business_and_Industrial,0.75785536,Prague,Prague
Apple Wireless Mouse,Apple,Computers_and_Electronics,0.47301406,IBM,IBM
Toyota Camry XV30,Toyota,Autos_and_Vehicles,0.57691824,Honda,Honda
Game of Thrones.,HBO,Arts_and_Entertainment,0.5640616,CNN,CNN
iPhone 13,Apple,Computers_and_Electronics,0.5369006,Boeing,Boeing
Seattle Chamber of Commerce,Seattle,Business_and_Industrial,0.6149636,Bolton,Bolton
Sony Alpha 700,Sony,Computers_and_Electronics,0.79053086,Dodge,Dodge
Microsoft Band 2,Microsoft,Computers_and_Electronics,0.53056765,Bentley,Bentley
Principality of Bulgaria,Bulgarian,Law_and_Government,0.55349785,Russian,Russian
Morocco,Africa,People_and_Society,0.6976886,Europe,Europe
Nokia 6760 Slide,Nokia,Computers_and_Electronics,0.5877035,Toyota,Toyota
Toyota Camry XV20,Toyota,Autos_and_Vehicles,0.5900469,Honda,Honda
Nissan 1400,Nissan,Autos_and_Vehicles,0.77447844,Ferrari,Ferrari
Liu Bannong,Beijing,Sensitive_Subjects,0.35257775,London,London
BMW M3 DTM,BMW,Autos_and_Vehicles,0.64577323,Chevrolet,Chevrolet
Honda NSX (second generation),Honda,Autos_and_Vehicles,0.62392545,Fiat,Fiat
Heinrich Rudolf Hermann Friedrich von Gneist,Berlin,Business_and_Industrial,0.24586563,Oslo,Oslo
Apple Pro Mouse,Apple,Computers_and_Electronics,0.5310637,Sony,Sony
IBM Rational Purify,IBM,Computers_and_Electronics,0.43894744,Google,Google
Microsoft Surface,Microsoft,Computers_and_Electronics,0.5933078,IBM,Microsoft
iPhone 7 Plus,Apple,Computers_and_Electronics,0.4774386,Sony,Sony
BMW M6,BMW,Autos_and_Vehicles,0.79534113,Dodge,Dodge
Metro Manila,Manila,Travel_and_Transportation,0.840809,Delhi,Delhi
iPhone 8 Plus,Apple,Computers_and_Electronics,0.4889032,Honda,Honda
Windows 98,Microsoft,Computers_and_Electronics,0.4726273,Yahoo,Yahoo
Egypt Eyalet,Cairo,Law_and_Government,0.60819125,Havana,Havana
Nokia X2-02,Nokia,Computers_and_Electronics,0.74945444,Toyota,Toyota
Regarding Buñuel,Spanish,Arts_and_Entertainment,0.19412783,German,German
Nissan Cima,Nissan,Autos_and_Vehicles,0.7344675,Toyota,Toyota
Porsche 959,Porsche,Autos_and_Vehicles,0.7979906,Dodge,Dodge
Nokia 2330 Classic,Nokia,Computers_and_Electronics,0.7412649,Ferrari,Ferrari
Toyota Camry TS-01,Toyota,Autos_and_Vehicles,0.6518402,Nissan,Nissan
Fujiko F. Fujio,Japan,Arts_and_Entertainment,0.50153977,Russia,Russia
Cadillac Series 62,Cadillac,Autos_and_Vehicles,0.7537757,Nissan,Nissan
Regarding Buñuel,Spanish,Arts_and_Entertainment,0.19412783,Tamil,Tamil
Indiana Pacers,Indianapolis,Sports,0.5779406,Beijing,Beijing
Sega Saturn,Sega,Computers_and_Electronics,0.74217284,Nintendo,Nintendo
Dodge Viper,Dodge,Autos_and_Vehicles,0.760039,Microsoft,Microsoft
Porsche 904,Porsche,Autos_and_Vehicles,0.80420077,Fiat,Fiat
Koji Murofushi,Japan,Law_and_Government,0.44062448,Philippines,Philippines
YSA - General Finnish Thesaurus,Finnish,Jobs_and_Education,0.5271106,Hebrew,Hebrew
Google Chrome,Google,Computers_and_Electronics,0.5333756,Microsoft,Microsoft
Ferrari F2012,Ferrari,Autos_and_Vehicles,0.82301086,Suzuki,Suzuki
Nissan Model 70,Nissan,Autos_and_Vehicles,0.69432515,Boeing,Boeing
Fiat Zic,Fiat,Autos_and_Vehicles,0.8073771,Renault,Renault
The Sisterhood of the Traveling Pants,English,Arts_and_Entertainment,0.16438624,Swedish,Swedish
Mario Bros.,Nintendo,Games,0.633763,Adobe,Adobe
iPhone 12 Pro,Apple,Computers_and_Electronics,0.45414215,Dodge,Dodge
Intel Core i5,Intel,Computers_and_Electronics,0.6835482,Chevrolet,Chevrolet
Volvo P1800,Volvo,Autos_and_Vehicles,0.76935124,Chrysler,Chrysler
Google Play,Google,Internet_and_Telecom,0.4966762,Sega,Sega
Toyota Sprinter,Toyota,Autos_and_Vehicles,0.69282234,Nissan,Nissan
IBM Lotus Web Content Management,IBM,Computers_and_Electronics,0.48282653,Microsoft,Microsoft
Boeing 747,Boeing,Business_and_Industrial,0.8047471,Dodge,Dodge
Madonna,guitar,Arts_and_Entertainment,0.28288612,piano,piano
Nissan R88C,Nissan,Autos_and_Vehicles,0.7074607,Nintendo,Nintendo
Guyana,English,Jobs_and_Education,0.2265767,Polish,Polish
BMW N52,BMW,Autos_and_Vehicles,0.802217,Suzuki,Suzuki
Intel Data Plane Development Kit,Intel,Computers_and_Electronics,0.50257576,Adobe,Adobe
Nissan Titan,Nissan,Autos_and_Vehicles,0.7396568,Fiat,Fiat
Thanjavur district,India,Business_and_Industrial,0.28232187,Spain,Spain
Porsche 550,Porsche,Autos_and_Vehicles,0.8087783,Apple,Apple
Masashi Kishimoto,Japan,Arts_and_Entertainment,0.47584513,Brazil,Brazil
Przemysł II,Poland,Law_and_Government,0.5616672,Colombia,Colombia
Kingdom of Portugal,Portuguese,Law_and_Government,0.6147977,French,Portuguese
Greater Boston Food Bank,Boston,Food_and_Drink,0.49852,Birmingham,Boston
Dodge M37,Dodge,Autos_and_Vehicles,0.76180065,Nissan,Nissan
Nintendo Seal of Quality,Nintendo,Computers_and_Electronics,0.57100177,Germany,Germany
Chevrolet Miray,Chevrolet,Autos_and_Vehicles,0.6952174,Dodge,Dodge
Adobe Flash Player,Adobe,Computers_and_Electronics,0.6321916,Microsoft,Microsoft
Renault 18,Renault,Autos_and_Vehicles,0.8792887,Chevrolet,Chevrolet
Sony Alpha 350,Sony,Computers_and_Electronics,0.77221096,BMW,BMW
Honda NSR75,Honda,Autos_and_Vehicles,0.6752424,Ferrari,Ferrari
iPhone X,Apple,Computers_and_Electronics,0.6332896,Renault,Renault
Livorno,Italy,Travel_and_Transportation,0.42581034,Ireland,Ireland
Toyota Vitz,Toyota,Autos_and_Vehicles,0.75488317,Honda,Honda
Suzuki Lapin,Suzuki,Autos_and_Vehicles,0.7925144,Intel,Intel
Metropolis of Greater Paris,Paris,Business_and_Industrial,0.71268845,Kingston,Kingston
Chevrolet El Camino (3rd generation),Chevrolet,Autos_and_Vehicles,0.54253423,Nissan,Nissan
Honda SFX,Honda,Autos_and_Vehicles,0.71327513,Airbus,Airbus
Toyota Sprinter,Toyota,Autos_and_Vehicles,0.69282234,Fiat,Fiat
National Institute of Occupational Health in Norway,Oslo,Health,0.44727314,London,London
Nokia 6130,Nokia,Computers_and_Electronics,0.78996027,Dodge,Dodge
Canadian Register of Historic Places ID,Canada,Travel_and_Transportation,0.34095973,Malaysia,Malaysia
BMW M62,BMW,Autos_and_Vehicles,0.77080464,Fiat,Fiat
Workers Leaving the Lumière Factory,France,Business_and_Industrial,0.07090654,Brazil,Brazil
Renault Dauphine,Renault,Autos_and_Vehicles,0.67363787,Honda,Honda
Windows 98,Microsoft,Computers_and_Electronics,0.4726273,Nintendo,Nintendo
Google Web Toolkit,Google,Computers_and_Electronics,0.4617299,Nintendo,Nintendo
BMW IIIa,BMW,Autos_and_Vehicles,0.7949094,Airbus,Airbus
